FIPS,yield,Year,lat,lon,Precipitation January,Precipitation February,Precipitation March,Precipitation April,Precipitation May,Precipitation June,Precipitation July,Precipitation August,Precipitation September,Precipitation October,Precipitation November,Precipitation December,Average Temperature January,Average Temperature February,Average Temperature March,Average Temperature April,Average Temperature May,Average Temperature June,Average Temperature July,Average Temperature August,Average Temperature September,Average Temperature October,Average Temperature November,Average Temperature December,Maximum Temperature January,Maximum Temperature February,Maximum Temperature March,Maximum Temperature April,Maximum Temperature May,Maximum Temperature June,Maximum Temperature July,Maximum Temperature August,Maximum Temperature September,Maximum Temperature October,Maximum Temperature November,Maximum Temperature December,Minimum Temperature January,Minimum Temperature February,Minimum Temperature March,Minimum Temperature April,Minimum Temperature May,Minimum Temperature June,Minimum Temperature July,Minimum Temperature August,Minimum Temperature September,Minimum Temperature October,Minimum Temperature November,Minimum Temperature December,Heating Degree Days January,Heating Degree Days February,Heating Degree Days March,Heating Degree Days April,Heating Degree Days May,Heating Degree Days June,Heating Degree Days July,Heating Degree Days August,Heating Degree Days September,Heating Degree Days October,Heating Degree Days November,Heating Degree Days December,Cooling Degree Days January,Cooling Degree Days February,Cooling Degree Days March,Cooling Degree Days April,Cooling Degree Days May,Cooling Degree Days June,Cooling Degree Days July,Cooling Degree Days August,Cooling Degree Days September,Cooling Degree Days October,Cooling Degree Days November,Cooling Degree Days December,crop
39053,46.9,1995,38.82665521978604,-82.31463983443271,4.76,1.78,2.07,1.81,7.55,3.49,3.32,5.19,2.79,3.56,2.01,2.73,32.9,31.0,45.0,52.8,60.4,71.4,75.6,77.8,64.3,56.1,39.2,30.8,40.2,41.0,57.1,66.9,72.3,83.0,87.6,88.8,76.4,68.8,48.8,39.4,25.6,20.9,32.8,38.7,48.5,59.8,63.6,66.8,52.1,43.3,29.7,22.2,994.0,953.0,621.0,365.0,182.0,9.0,0.0,0.0,91.0,289.0,773.0,1060.0,0.0,0.0,0.0,0.0,39.0,202.0,329.0,398.0,69.0,12.0,0.0,0.0,Wheat
39079,46.9,1995,39.0210630979447,-82.61552778768142,4.67,1.7,1.84,2.42,7.53,3.72,2.82,5.37,1.88,4.81,1.77,2.64,31.6,30.2,44.3,52.0,59.8,71.2,74.7,77.0,62.8,55.1,38.3,29.8,39.0,40.1,56.4,66.0,71.8,82.2,86.4,87.7,75.4,67.4,47.5,38.4,24.3,20.3,32.1,37.9,47.9,60.1,62.9,66.3,50.3,42.8,29.2,21.2,1035.0,974.0,643.0,391.0,195.0,10.0,0.0,0.0,113.0,317.0,800.0,1091.0,0.0,0.0,0.0,0.0,35.0,194.0,299.0,372.0,49.0,10.0,0.0,0.0,Wheat
39087,46.9,1995,38.59754769074685,-82.53664037663691,5.3,1.78,2.46,2.06,6.85,4.6,3.75,4.54,3.9,3.62,1.93,2.77,33.4,32.2,45.8,53.6,60.7,71.7,75.9,78.0,64.7,56.0,39.5,31.3,40.8,42.7,58.3,67.9,72.7,83.1,87.8,89.3,77.1,69.1,49.6,40.4,26.0,21.7,33.4,39.2,48.7,60.3,64.0,66.7,52.4,42.9,29.4,22.2,979.0,918.0,594.0,347.0,174.0,8.0,0.0,0.0,83.0,290.0,765.0,1046.0,0.0,0.0,0.0,0.0,42.0,209.0,339.0,402.0,74.0,12.0,0.0,0.0,Wheat
39009,51.5,1995,39.33366973719062,-82.04191190086433,4.29,1.62,1.61,2.36,7.7,3.92,2.2,4.42,2.01,4.5,2.42,2.7,31.4,29.0,44.1,50.3,59.0,70.3,74.0,76.7,62.6,55.0,38.5,29.1,38.5,39.3,56.6,64.0,71.4,81.0,85.2,87.3,75.2,67.7,47.3,37.8,24.3,18.7,31.5,36.6,46.5,59.6,62.8,66.0,49.9,42.4,29.8,20.5,1043.0,1009.0,649.0,441.0,215.0,13.0,0.0,0.0,117.0,319.0,794.0,1112.0,0.0,0.0,0.0,0.0,28.0,172.0,279.0,362.0,43.0,9.0,0.0,0.0,Wheat
39059,51.5,1995,40.04996854001837,-81.4968593806242,3.48,1.4,1.41,2.93,6.3,4.34,2.53,3.05,1.59,3.97,2.43,1.95,29.4,27.0,41.9,48.6,58.7,70.0,73.7,75.6,61.9,54.6,36.4,26.6,37.4,37.2,54.0,61.5,70.2,81.0,85.2,86.9,74.6,66.9,45.3,35.0,21.4,16.7,29.8,35.6,47.1,58.9,62.2,64.4,49.1,42.3,27.4,18.2,1105.0,1065.0,715.0,493.0,223.0,15.0,0.0,0.0,129.0,330.0,859.0,1190.0,0.0,0.0,0.0,0.0,26.0,164.0,270.0,329.0,35.0,8.0,0.0,0.0,Wheat
39073,51.5,1995,39.496378394265456,-82.47713270337599,5.21,1.25,1.31,2.84,7.05,3.98,2.74,3.76,1.35,4.09,2.22,3.22,29.9,27.8,42.9,49.6,58.6,70.5,74.0,76.4,62.1,54.6,37.5,27.5,37.1,37.4,55.2,62.6,70.3,81.0,85.1,86.9,74.7,67.0,45.9,36.5,22.7,18.1,30.7,36.6,46.8,60.0,62.8,65.8,49.5,42.3,29.0,18.5,1088.0,1043.0,684.0,461.0,227.0,13.0,0.0,0.0,127.0,330.0,826.0,1161.0,0.0,0.0,0.0,0.0,28.0,178.0,278.0,352.0,40.0,8.0,0.0,0.0,Wheat
39105,51.5,1995,39.08010531165005,-82.01520116957663,4.48,1.91,2.1,1.75,8.05,3.79,2.78,5.79,2.35,4.64,2.21,2.54,32.4,29.9,44.6,51.7,59.8,70.8,74.8,77.4,63.4,55.6,39.2,30.3,39.6,39.8,57.2,65.5,71.8,82.0,86.3,88.2,75.9,68.3,48.3,38.8,25.2,20.0,32.1,37.8,47.6,59.6,63.3,66.6,51.0,42.9,30.2,21.7,1010.0,982.0,631.0,400.0,196.0,11.0,0.0,0.0,104.0,303.0,772.0,1077.0,0.0,0.0,0.0,0.0,33.0,185.0,304.0,385.0,57.0,11.0,0.0,0.0,Wheat
39111,51.5,1995,39.72666403387222,-81.07936673359109,3.49,2.37,1.84,2.59,6.1,5.63,2.64,3.12,1.88,4.98,3.03,2.71,30.4,27.3,43.1,49.1,59.0,70.1,73.7,76.3,62.6,55.3,37.5,28.3,38.3,36.8,55.2,62.1,70.9,81.5,84.8,87.5,75.1,67.7,46.0,36.6,22.5,17.8,31.0,36.1,47.1,58.6,62.6,65.1,50.0,42.8,29.0,20.0,1073.0,1054.0,679.0,477.0,214.0,15.0,0.0,0.0,114.0,312.0,825.0,1138.0,0.0,0.0,0.0,0.0,29.0,168.0,270.0,350.0,40.0,10.0,0.0,0.0,Wheat
39115,51.5,1995,39.61957489534746,-81.85090083057226,4.43,1.19,1.64,2.64,7.66,4.47,2.41,3.77,1.74,4.19,2.24,2.74,30.5,29.0,43.9,49.6,58.9,69.8,73.7,75.8,62.1,54.8,37.4,27.8,37.7,39.3,56.5,63.3,71.4,80.6,85.0,86.5,74.5,67.5,46.6,36.7,23.4,18.8,31.4,35.9,46.5,59.0,62.5,65.2,49.7,42.2,28.3,18.9,1069.0,1007.0,653.0,462.0,217.0,16.0,0.0,0.0,125.0,324.0,827.0,1154.0,0.0,0.0,0.0,0.0,29.0,161.0,270.0,336.0,38.0,9.0,0.0,0.0,Wheat
39121,51.5,1995,39.76818851123619,-81.45937183415613,3.85,1.58,1.6,2.63,6.8,4.5,2.26,3.56,1.87,4.24,2.47,2.35,30.1,28.1,43.0,49.4,59.1,70.0,73.9,75.9,62.2,54.8,37.0,27.5,38.0,38.4,55.4,62.7,71.1,81.2,85.5,87.0,74.8,67.4,46.1,36.1,22.2,17.8,30.6,36.0,47.0,58.7,62.3,64.8,49.6,42.3,27.9,19.0,1081.0,1033.0,681.0,469.0,213.0,16.0,0.0,0.0,122.0,323.0,839.0,1161.0,0.0,0.0,0.0,0.0,29.0,165.0,275.0,337.0,39.0,9.0,0.0,0.0,Wheat
39163,51.5,1995,39.25284301679502,-82.48595540070261,4.71,1.58,1.68,2.62,7.68,3.46,2.63,4.97,1.59,5.17,1.97,2.71,30.8,28.9,43.6,50.7,59.0,70.6,74.2,76.7,62.5,54.7,38.1,28.9,37.9,38.6,55.8,64.1,70.9,81.2,85.5,87.2,75.1,66.9,46.8,37.4,23.8,19.1,31.3,37.3,47.1,60.0,62.8,66.2,49.9,42.5,29.3,20.5,1060.0,1012.0,665.0,430.0,214.0,12.0,0.0,0.0,119.0,328.0,808.0,1118.0,0.0,0.0,0.0,0.0,29.0,180.0,284.0,363.0,43.0,9.0,0.0,0.0,Wheat
39061,58.0,1995,39.19726848845262,-84.55357444665498,3.32,1.4,2.39,3.83,9.51,3.54,2.02,5.79,1.83,4.48,2.44,3.55,31.2,30.7,45.2,53.2,61.8,72.5,76.1,79.1,65.0,56.4,38.9,29.6,38.6,40.3,56.5,65.4,72.4,83.0,87.0,89.2,76.7,67.7,48.2,38.4,23.9,21.2,34.0,40.9,51.1,62.0,65.1,68.9,53.3,45.0,29.6,20.8,1047.0,960.0,618.0,358.0,160.0,7.0,0.0,0.0,80.0,281.0,783.0,1097.0,0.0,0.0,6.0,0.0,60.0,232.0,343.0,437.0,80.0,14.0,0.0,0.0,Wheat
40077,15.0,1995,34.876456557938326,-95.25029103060136,5.93,0.31,3.11,5.3,6.32,5.24,4.27,1.11,6.26,2.17,0.73,3.29,40.8,45.7,52.3,59.6,67.2,73.2,80.7,82.5,70.8,61.5,50.0,41.7,51.6,58.4,62.6,71.8,76.7,84.8,91.7,96.0,81.1,75.9,63.9,50.9,30.0,33.1,42.1,47.4,57.7,61.6,69.7,69.0,60.5,47.0,36.0,32.5,751.0,540.0,407.0,184.0,46.0,6.0,0.0,0.0,29.0,156.0,451.0,722.0,0.0,0.0,15.0,23.0,114.0,253.0,486.0,542.0,203.0,47.0,0.0,0.0,Wheat
40127,15.0,1995,34.416352324452006,-95.37603504929598,5.31,0.51,3.84,5.25,7.96,4.91,3.28,1.39,6.83,1.63,1.21,2.92,41.8,46.2,52.4,59.7,67.7,73.4,80.6,82.3,71.4,61.7,50.2,42.3,52.7,59.2,62.5,72.0,77.6,85.1,91.8,95.8,82.0,76.5,64.2,52.0,30.8,33.3,42.2,47.3,57.8,61.8,69.4,68.7,60.8,46.9,36.3,32.5,720.0,525.0,403.0,180.0,36.0,0.0,0.0,0.0,20.0,145.0,443.0,704.0,0.0,0.0,12.0,20.0,120.0,257.0,482.0,535.0,212.0,44.0,0.0,0.0,Wheat
42013,52.9,1995,40.477236847861334,-78.35055711877322,2.8,1.72,1.23,2.22,3.98,5.73,2.62,1.49,1.79,6.31,3.63,2.04,29.4,24.6,40.4,45.4,57.0,67.6,71.7,72.8,60.7,53.6,35.0,25.8,36.4,33.6,51.9,57.0,68.2,78.4,82.6,84.8,73.5,66.3,42.5,32.4,22.4,15.7,28.8,33.7,45.7,56.9,60.8,60.7,47.9,41.0,27.5,19.2,1105.0,1131.0,764.0,589.0,263.0,29.0,0.0,0.0,147.0,357.0,899.0,1214.0,0.0,0.0,0.0,0.0,15.0,108.0,213.0,246.0,18.0,5.0,0.0,0.0,Wheat
42033,52.9,1995,40.999379596970996,-78.47308284818986,3.01,2.02,1.51,2.9,4.52,4.21,3.08,1.48,1.64,6.04,3.98,2.03,27.6,22.2,38.5,43.5,55.3,66.3,70.2,71.2,58.8,52.3,34.1,23.7,34.9,31.8,50.3,54.9,67.2,77.5,81.2,83.8,72.3,64.7,41.2,30.2,20.3,12.5,26.7,32.0,43.3,55.2,59.2,58.5,45.3,39.8,27.0,17.2,1159.0,1200.0,822.0,646.0,312.0,45.0,8.0,9.0,197.0,399.0,926.0,1281.0,0.0,0.0,0.0,0.0,11.0,85.0,169.0,200.0,10.0,0.0,0.0,0.0,Wheat
42015,46.3,1995,41.78879908180103,-76.5158164254837,2.82,1.23,1.1,2.68,2.49,2.1,2.98,2.43,3.65,7.16,3.41,1.47,28.8,20.6,37.2,41.4,53.7,65.9,71.1,69.8,57.6,52.4,33.6,21.8,35.8,30.3,48.0,52.9,64.9,77.4,81.7,82.5,70.0,63.9,40.7,28.4,21.9,10.8,26.4,29.8,42.6,54.4,60.5,57.1,45.2,41.0,26.4,15.3,1121.0,1245.0,861.0,709.0,355.0,51.0,7.0,16.0,228.0,389.0,943.0,1338.0,0.0,0.0,0.0,0.0,6.0,79.0,196.0,165.0,7.0,0.0,0.0,0.0,Wheat
42023,46.3,1995,41.436332298858645,-78.20386569442027,3.53,1.68,1.28,2.99,4.11,3.3,2.78,1.03,1.47,7.11,4.84,2.28,27.8,22.0,38.0,43.2,54.6,66.5,70.7,71.0,58.8,52.5,34.0,22.9,34.6,31.6,50.2,54.8,67.4,78.1,81.8,84.1,73.2,65.0,40.6,29.5,21.0,12.5,25.8,31.7,41.9,55.0,59.6,57.8,44.4,40.0,27.3,16.3,1154.0,1203.0,837.0,652.0,331.0,47.0,8.0,11.0,197.0,392.0,931.0,1304.0,0.0,0.0,0.0,0.0,10.0,93.0,184.0,196.0,11.0,0.0,0.0,0.0,Wheat
42047,46.3,1995,41.428107108124685,-78.64557876998508,3.54,1.88,1.64,3.29,4.58,3.75,2.84,1.2,1.79,6.27,4.86,2.72,27.2,20.6,37.1,41.9,53.6,65.7,69.1,70.1,57.8,51.7,33.3,22.1,34.4,30.2,49.4,53.5,66.4,77.1,80.4,83.3,71.8,64.0,39.8,28.7,19.9,11.1,24.8,30.4,40.8,54.2,57.7,56.9,43.8,39.4,26.8,15.6,1173.0,1243.0,865.0,692.0,360.0,60.0,14.0,16.0,224.0,413.0,951.0,1329.0,0.0,0.0,0.0,0.0,8.0,80.0,141.0,175.0,7.0,0.0,0.0,0.0,Wheat
42083,46.3,1995,41.80952067370011,-78.5723916574792,3.38,1.82,1.56,3.37,3.86,3.0,3.66,1.85,2.33,6.4,5.04,2.41,26.5,19.4,35.5,40.8,52.7,65.4,68.6,69.0,56.4,50.9,32.0,21.3,33.5,29.1,47.4,52.0,65.6,77.5,80.1,82.5,70.0,63.2,39.0,28.1,19.5,9.7,23.6,29.6,39.7,53.2,57.0,55.6,42.8,38.6,25.0,14.5,1193.0,1277.0,914.0,726.0,389.0,63.0,19.0,23.0,262.0,437.0,989.0,1356.0,0.0,0.0,0.0,0.0,6.0,74.0,129.0,148.0,0.0,0.0,0.0,0.0,Wheat
42105,46.3,1995,41.744838732807814,-77.89576705989249,3.5,1.42,1.41,2.97,3.36,2.95,3.06,1.6,2.6,7.15,4.61,2.07,26.8,20.2,36.1,41.0,53.4,65.3,69.5,69.2,56.7,50.9,32.3,21.3,33.5,30.2,48.1,52.6,65.8,77.4,80.7,82.6,70.8,63.4,39.2,28.3,20.0,10.3,24.1,29.5,41.0,53.3,58.3,55.7,42.5,38.5,25.4,14.4,1185.0,1254.0,895.0,718.0,368.0,63.0,14.0,22.0,254.0,436.0,980.0,1353.0,0.0,0.0,0.0,0.0,7.0,73.0,153.0,151.0,5.0,0.0,0.0,0.0,Wheat
42113,46.3,1995,41.44634374298889,-76.51262649665257,3.65,1.73,1.25,2.56,2.81,2.97,3.78,1.18,2.97,8.3,5.44,1.94,26.9,19.3,36.0,40.2,52.6,64.3,69.1,69.1,57.0,51.2,31.4,20.4,33.6,28.6,46.1,51.3,62.4,74.4,78.5,80.8,68.4,61.5,38.2,26.5,20.1,10.1,26.0,29.0,42.8,54.2,59.7,57.5,45.6,41.0,24.6,14.3,1182.0,1279.0,898.0,746.0,389.0,74.0,14.0,19.0,245.0,427.0,1009.0,1384.0,0.0,0.0,0.0,0.0,0.0,52.0,142.0,147.0,0.0,0.0,0.0,0.0,Wheat
42117,46.3,1995,41.77299274922828,-77.25528592568293,3.31,1.08,1.11,2.57,2.6,2.77,2.8,1.81,3.11,7.59,3.88,1.71,27.9,20.0,36.1,40.5,53.4,64.9,69.6,69.0,56.4,51.5,32.6,21.2,35.0,30.5,48.0,52.4,65.6,77.0,80.7,82.4,70.0,63.8,40.1,28.7,20.9,9.6,24.3,28.6,41.1,52.8,58.4,55.6,42.7,39.2,25.1,13.8,1150.0,1259.0,895.0,735.0,368.0,70.0,14.0,23.0,264.0,419.0,971.0,1357.0,0.0,0.0,0.0,0.0,7.0,68.0,156.0,147.0,0.0,0.0,0.0,0.0,Wheat
42053,50.0,1995,41.513661311375,-79.23197596586637,3.32,1.96,1.71,3.53,4.85,4.98,3.32,2.16,1.7,4.97,4.6,2.83,27.9,20.8,37.3,42.5,54.6,67.1,70.1,71.3,58.4,52.2,34.0,23.2,34.6,29.6,48.9,53.8,66.8,78.4,80.9,83.8,71.8,63.8,40.0,29.0,21.2,12.0,25.6,31.2,42.5,55.8,59.2,58.7,45.0,40.6,28.1,17.3,1151.0,1238.0,860.0,674.0,332.0,41.0,10.0,10.0,207.0,396.0,929.0,1296.0,0.0,0.0,0.0,0.0,10.0,103.0,167.0,205.0,9.0,0.0,0.0,0.0,Wheat
42121,50.0,1995,41.402857247694136,-79.75982360671578,3.18,2.03,1.62,3.29,4.99,3.79,4.08,1.91,1.32,4.81,4.22,2.71,28.5,22.3,38.2,43.4,55.8,68.1,70.9,72.3,59.0,53.0,35.5,24.6,35.5,31.3,49.6,54.6,67.8,79.7,81.8,84.4,72.0,64.3,41.6,30.9,21.5,13.4,26.8,32.1,43.8,56.6,60.0,60.3,45.9,41.7,29.2,18.3,1131.0,1195.0,832.0,649.0,299.0,29.0,7.0,6.0,193.0,377.0,886.0,1251.0,0.0,0.0,0.0,0.0,14.0,123.0,190.0,234.0,12.0,0.0,0.0,0.0,Wheat
42123,50.0,1995,41.81334731706143,-79.27779736446892,3.71,1.97,1.83,3.47,3.5,3.28,3.78,2.24,1.81,5.69,4.53,2.57,27.3,20.2,36.2,41.5,54.1,66.7,69.6,70.9,58.0,52.0,33.7,22.4,34.1,29.3,47.6,52.5,66.3,78.2,80.6,83.5,70.9,63.2,39.9,28.8,20.5,11.2,24.8,30.5,41.8,55.1,58.6,58.3,45.1,40.7,27.5,16.1,1168.0,1254.0,892.0,704.0,347.0,44.0,12.0,12.0,217.0,404.0,940.0,1320.0,0.0,0.0,0.0,0.0,9.0,95.0,155.0,195.0,8.0,0.0,0.0,0.0,Wheat
42003,55.0,1995,40.465034241870256,-79.978954466311,2.41,1.9,1.52,2.26,4.29,4.59,2.28,2.53,1.94,3.74,2.8,2.09,30.4,26.5,41.9,47.6,58.6,70.4,74.2,76.2,62.4,55.6,37.5,27.4,38.1,35.5,53.1,59.1,69.8,81.7,85.4,87.8,74.7,67.3,45.8,34.4,22.7,17.5,30.7,36.0,47.4,59.0,63.0,64.7,50.1,43.8,29.3,20.4,1072.0,1078.0,717.0,522.0,229.0,14.0,0.0,0.0,118.0,302.0,824.0,1165.0,0.0,0.0,0.0,0.0,29.0,176.0,286.0,348.0,39.0,10.0,0.0,0.0,Wheat
42059,55.0,1995,39.8528381596143,-80.22325939411859,3.29,2.34,2.06,3.05,5.28,4.06,1.86,2.91,1.41,4.4,3.34,2.98,30.7,27.5,42.5,48.4,58.6,69.5,73.5,75.5,61.9,54.9,37.2,27.5,39.0,37.1,54.5,61.1,70.5,81.3,85.2,87.5,75.0,67.9,45.6,35.6,22.4,17.8,30.5,35.6,46.7,57.7,61.8,63.5,48.8,41.9,28.8,19.4,1064.0,1051.0,698.0,499.0,223.0,18.0,0.0,0.0,126.0,322.0,833.0,1161.0,0.0,0.0,0.0,0.0,25.0,153.0,264.0,326.0,33.0,9.0,0.0,0.0,Wheat
42031,48.4,1995,41.19546199318124,-79.42336838806017,2.86,1.94,1.77,3.31,5.59,4.9,2.88,1.65,2.03,4.5,4.25,2.61,28.6,22.4,38.7,43.8,55.9,67.9,70.9,72.3,59.2,52.6,35.0,24.1,35.9,31.4,50.6,55.6,68.3,79.3,82.1,84.7,72.9,64.4,41.4,30.4,21.4,13.3,26.7,32.0,43.6,56.4,59.8,59.9,45.5,40.8,28.5,17.7,1127.0,1194.0,816.0,636.0,295.0,31.0,7.0,6.0,187.0,387.0,902.0,1269.0,0.0,0.0,0.0,0.0,14.0,117.0,190.0,232.0,12.0,0.0,0.0,0.0,Wheat
42065,48.4,1995,41.13002211566116,-78.99759384576454,2.81,1.91,1.67,3.23,5.35,4.34,3.03,1.68,1.74,5.84,4.0,2.48,28.0,21.4,38.1,42.9,55.4,66.3,69.7,70.9,58.1,51.7,34.1,23.2,35.7,31.1,50.1,54.5,67.6,77.4,80.8,83.6,72.0,63.6,40.8,29.7,20.4,11.8,26.1,31.3,43.2,55.2,58.6,58.2,44.2,39.8,27.5,16.7,1146.0,1219.0,833.0,663.0,310.0,49.0,11.0,10.0,214.0,413.0,926.0,1297.0,0.0,0.0,0.0,0.0,13.0,88.0,157.0,194.0,8.0,0.0,0.0,0.0,Wheat
45039,35.1,1995,34.391434026119256,-81.11635659322407,4.82,5.67,1.86,0.91,2.9,7.27,3.23,7.36,2.25,4.92,3.58,1.79,43.5,42.9,55.9,63.4,71.5,75.0,81.6,80.5,71.2,63.7,48.2,41.1,54.6,54.0,69.0,77.4,84.4,85.6,93.6,90.6,81.0,76.2,60.6,53.2,32.3,31.8,42.9,49.5,58.5,64.4,69.6,70.5,61.4,51.3,35.9,28.9,667.0,619.0,307.0,93.0,14.0,0.0,0.0,0.0,8.0,111.0,502.0,742.0,0.0,0.0,25.0,47.0,214.0,299.0,514.0,481.0,194.0,72.0,0.0,0.0,Wheat
45057,35.1,1995,34.687041407698466,-80.70532152043123,4.57,5.57,1.71,0.64,2.9,8.01,3.07,7.56,2.42,6.11,3.76,1.47,42.0,41.9,54.1,62.1,69.5,73.7,80.2,79.3,69.9,62.8,47.8,39.9,52.9,52.8,67.5,76.4,82.3,84.2,91.9,89.5,79.9,75.2,59.8,51.9,31.0,31.0,40.8,47.8,56.7,63.1,68.4,69.1,59.9,50.3,35.9,28.0,715.0,647.0,355.0,118.0,24.0,0.0,0.0,0.0,14.0,126.0,515.0,777.0,0.0,0.0,18.0,31.0,163.0,264.0,471.0,443.0,160.0,57.0,0.0,0.0,Wheat
45021,35.2,1995,35.04974682306474,-81.61753483635475,6.16,4.69,1.98,1.16,2.98,8.89,4.91,9.18,3.54,7.06,5.7,1.6,41.5,41.3,53.2,60.5,68.2,73.3,79.2,78.9,69.5,60.9,46.2,39.4,52.2,51.7,66.8,75.1,80.3,83.4,90.6,88.0,79.1,72.7,57.9,52.0,30.9,30.9,39.5,46.0,56.2,63.1,67.9,69.7,59.9,49.2,34.6,26.9,727.0,664.0,379.0,152.0,39.0,0.0,0.0,0.0,16.0,163.0,563.0,792.0,0.0,0.0,12.0,17.0,139.0,252.0,441.0,431.0,151.0,37.0,0.0,0.0,Wheat
45077,35.2,1995,34.887143912247595,-82.72608330449034,7.11,5.91,3.63,2.17,3.93,6.79,3.58,12.96,2.93,8.12,6.61,2.84,41.1,40.8,53.7,60.5,67.9,72.9,79.4,78.3,69.1,60.1,45.5,40.1,51.0,50.8,65.5,74.1,79.2,82.8,90.0,86.8,78.0,71.5,56.2,50.4,31.3,30.7,41.9,47.0,56.7,62.9,68.7,69.7,60.2,48.6,34.7,29.8,740.0,679.0,366.0,155.0,38.0,0.0,0.0,0.0,16.0,177.0,586.0,772.0,0.0,0.0,15.0,20.0,129.0,240.0,446.0,411.0,139.0,24.0,0.0,0.0,Wheat
45087,35.2,1995,34.68732714367059,-81.61941198857592,6.68,5.31,1.66,0.85,2.29,9.54,2.49,9.71,2.4,6.37,5.83,1.67,42.2,42.4,54.6,62.0,70.0,74.5,80.8,80.2,70.5,62.3,47.4,40.6,53.6,53.4,68.4,76.8,82.9,85.1,92.6,89.8,80.1,74.4,59.5,53.0,30.9,31.4,40.8,47.2,57.1,63.9,69.1,70.6,60.8,50.1,35.2,28.1,706.0,633.0,341.0,120.0,22.0,0.0,0.0,0.0,11.0,137.0,530.0,758.0,0.0,0.0,18.0,30.0,177.0,285.0,491.0,470.0,176.0,52.0,0.0,0.0,Wheat
45013,32.0,1995,32.38989842772185,-80.72696829521571,3.04,4.03,0.9,1.78,1.94,6.2,6.0,15.17,4.71,3.26,2.44,1.08,49.3,49.7,59.8,66.9,74.4,77.2,82.1,80.8,74.6,69.9,54.6,48.1,59.0,58.9,70.1,77.4,84.1,85.7,90.7,88.0,81.4,78.4,65.3,58.1,39.5,40.4,49.5,56.4,64.6,68.8,73.4,73.6,67.8,61.4,43.9,38.1,506.0,437.0,210.0,36.0,0.0,0.0,0.0,0.0,0.0,25.0,322.0,529.0,19.0,7.0,48.0,93.0,290.0,368.0,530.0,491.0,288.0,177.0,9.0,5.0,Wheat
45019,32.0,1995,32.83230911973316,-79.95161252403413,4.08,3.55,1.2,1.8,1.67,6.52,6.33,10.45,5.38,5.57,2.09,1.37,48.8,48.6,58.8,66.8,74.1,77.2,81.8,81.2,74.4,69.1,54.4,47.4,59.2,58.8,69.6,77.8,84.7,85.9,90.7,89.5,82.0,78.2,66.1,58.4,38.5,38.5,48.0,55.7,63.5,68.5,73.0,72.9,66.7,60.1,42.7,36.5,518.0,463.0,232.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,326.0,544.0,17.0,0.0,39.0,90.0,283.0,367.0,521.0,502.0,282.0,158.0,8.0,0.0,Wheat
45053,32.0,1995,32.42995697026728,-81.03015755977401,3.58,4.5,1.12,1.54,2.48,6.83,5.48,14.7,4.18,3.3,2.47,1.24,48.6,49.3,59.7,66.5,74.1,76.8,81.8,80.3,73.9,69.1,53.6,47.2,59.5,60.0,71.5,78.9,85.7,86.4,91.6,88.4,81.8,79.0,65.7,58.7,37.7,38.5,47.8,54.0,62.5,67.2,71.9,72.1,66.0,59.1,41.5,35.8,526.0,446.0,212.0,42.0,0.0,0.0,0.0,0.0,0.0,32.0,349.0,550.0,17.0,7.0,47.0,86.0,281.0,355.0,519.0,474.0,267.0,159.0,7.0,0.0,Wheat
45001,33.8,1995,34.22485618563562,-82.46049779491187,5.47,5.71,2.28,1.1,3.29,4.74,2.39,10.38,3.06,5.82,6.01,3.18,43.7,43.0,56.0,62.4,71.0,75.1,81.7,80.5,71.0,63.0,48.4,42.0,54.3,53.0,68.5,76.4,83.6,85.4,93.5,89.5,80.7,74.4,59.9,52.5,33.1,33.0,43.5,48.4,58.4,64.8,69.8,71.5,61.2,51.6,36.8,31.4,661.0,615.0,303.0,114.0,17.0,0.0,0.0,0.0,9.0,122.0,499.0,714.0,0.0,0.0,24.0,36.0,203.0,303.0,517.0,481.0,189.0,60.0,0.0,0.0,Wheat
45047,33.8,1995,34.149788109164874,-82.12589582437793,5.82,5.81,1.96,1.04,3.54,5.43,2.8,10.64,3.04,4.89,5.13,2.74,43.9,43.5,56.6,62.9,71.4,75.5,82.0,80.5,71.4,63.6,48.5,42.1,54.4,54.2,69.1,77.0,84.6,85.9,94.0,89.7,80.9,75.3,59.9,53.0,33.4,32.7,44.0,48.8,58.2,65.1,70.0,71.3,61.7,51.8,37.0,31.1,654.0,602.0,289.0,105.0,15.0,0.0,0.0,0.0,9.0,115.0,496.0,711.0,0.0,0.0,28.0,43.0,214.0,315.0,527.0,481.0,199.0,70.0,0.0,0.0,Wheat
45065,33.8,1995,33.901066415197576,-82.30970462286486,5.34,6.11,2.17,1.4,2.47,4.83,3.28,9.9,3.11,4.59,4.45,2.91,44.6,44.1,57.1,63.6,72.1,75.7,82.2,80.8,71.6,64.0,49.4,42.7,55.5,54.8,69.9,77.6,85.2,86.1,94.2,90.1,81.2,75.9,61.2,53.6,33.8,33.5,44.3,49.5,59.1,65.3,70.1,71.5,61.8,52.1,37.7,31.7,638.0,584.0,276.0,94.0,12.0,0.0,0.0,0.0,8.0,106.0,467.0,692.0,7.0,0.0,31.0,51.0,232.0,322.0,533.0,490.0,204.0,75.0,0.0,0.0,Wheat
